OBJECTID,HUC12,Name,RarAqRankSW,RarAqSumSW,RarFish,RarAqAmph,RarAqRept,Shape__Area,Shape__Length
2585,180400011503,Ganns Creek-Mariposa Creek,0,0,0,0,0,193802650.144531,86288.7360169948
2586,180400080603,Solomon Gulch-Merced River,1,0.075472,0,1,0,179201007.550781,69193.6224209266
2587,180400080601,Sherlock Creek,3,0.226415,0,1,1,78323829.8867188,44054.4213619007
2588,180400090702,Lower South Fork Tuolumne River,3,0.226415,0,1,1,129658284.234375,66522.428688093
2589,180400091004,Grapevine Creek-Tuolumne River,1,0.075472,0,1,0,154851736.734375,85961.9513014299
2590,180400090804,Lower Clavey River,1,0.075472,0,1,0,116276618.148438,60158.7696325107
2591,160501020202,Squaw Creek-Truckee River,2,0.132075,1,1,0,211094702.820312,92074.5967873441
2592,180201230306,Town of Loyalton,0,0,0,0,0,82066066.7265625,51072.2544664611
2593,180800031301,Rhodes Creek,0,0,0,0,0,106806485.652344,50158.9948211862
2594,180800031303,Chimney Canyon-Long Valley Creek,0,0,0,0,0,220096328.421875,88910.9729860285
2595,180800031408,Calneva Lake,0,0,0,0,0,163204018.363281,68862.5333108997
2596,160402030905,Middle Smoke Creek,0,0,0,0,0,41897989.9335938,29610.0598036635
2597,180200020101,East Creek,0,0,0,0,0,211712342.496094,78225.2897728239
2598,180800010303,Bare Creek,0,0,0,0,0,206722632.1875,78672.8651054817
2599,180800010207,Cedar Creek-Frontal Middle Alkali Lake,3,0.226415,0,1,1,248813842.40625,77512.7199963111
2600,180800010105,First Creek-Frontal Upper Alkali Lake,0,0,0,0,0,144997754.214844,60467.4321030147
2601,171200070107,Lower Twelvemile Creek,0,0,0,0,0,659537.91015625,3891.43468877604
2602,180701070001,San Nicolas Island,0,0,0,0,0,82698475.8710938,71770.0408172507
2603,180600100303,Upper Santa Cruz Creek,5,0.45283,0,2,2,82061046.515625,43593.3528688107
2604,180600070303,Red Rock Canyon,0,0,0,0,0,61267802.1171875,43663.9228816822
2605,180600070209,Bitter Creek-Cuyama River,0,0,0,0,0,130413140.648438,60387.5660068772
2606,180300121206,Chico Martinez Creek,0,0,0,0,0,68497983.4960938,62570.3271972283
2607,180300121604,Kern River Flood Canal-Kern River Channel,3,0.226415,0,1,1,129309666.179688,151623.272837701
2608,180300121102,Frazer Spring,0,0,0,0,0,103268862.144531,75862.913530851
2609,180300121104,Browns Canyon,0,0,0,0,0,115416070.839844,73135.348626765
2610,180300121405,180300121405,0,0,0,0,0,166826294.5625,88589.836253367
2611,180300122004,Jacobs Slough,0,0,0,0,0,162392632.789062,118922.492825533
2612,180300090701,Gates Lake,1,0.075472,0,1,0,356502269.082031,121164.291507901
2613,180300090206,Kennedy Pond,0,0,0,0,0,268112864.339844,100929.986956685
2614,180400010102,Lower Little Dry Creek,4,0.301887,0,2,1,118624626.550781,61737.6338472215
2615,180400061303,Millerton Lake-San Joaquin River,4,0.301887,0,2,1,215004230.355469,101872.150495084
2616,180400080307,Moss Creek-Merced River,1,0.075472,0,1,0,86486302.0351562,53562.9040980678
2617,180400090405,Lower Cherry Creek,1,0.056604,1,0,0,158809916.671875,69106.8442788563
2618,180400100202,Kennedy Creek,0,0,0,0,0,87543391.1914062,45732.0953534442
2619,160502010103,Wolf Creek,2,0.132075,1,1,0,126088789.316406,59170.7832816775
2620,180701010202,Los Sauces Creek-Frontal Pacific Ocean,1,0.113208,2,0,0,84652062.9804688,65845.6401639643
2621,180600100202,Juncal Canyon-Santa Ynez River,5,0.603774,0,4,2,109130353.503906,51917.1298307363
2622,180600070202,Santa Barbara Canyon,2,0.150943,0,0,1,199815931.980469,85808.2329313222
2623,180600070104,Rancho Nuevo Creek,4,0.377359,0,1,2,150450170.363281,63871.6978790878
2624,180300031401,Santiago Creek,0,0,0,0,0,134447833.542969,72985.199474178
2625,180600070108,Quatal Canyon,0,0,0,0,0,162431171.546875,80443.9202007643
2626,180300031405,Sandy Creek,0,0,0,0,0,133982726.199219,62594.0876818603
2627,180300040401,180300040401,0,0,0,0,0,189651782.53125,87659.9321136625
2628,180300040403,180300040403,0,0,0,0,0,160843500.542969,119266.730106579
2629,180300071206,East Branch Cross Creek-Cross Creek,0,0,0,0,0,177786299.261719,100426.45759539
2630,180300090201,Benight Pond,0,0,0,0,0,132956683.730469,96303.4510230339
2631,180400061103,South Fork Willow Creek-Willow Creek,3,0.226415,0,1,1,198556751.390625,105608.356683546
2632,180400080301,Yosemite Creek,2,0.150943,0,2,0,176417823.046875,79872.4196053297
2633,180400080105,Snow Creek,2,0.150943,0,2,0,67906294.75,43923.7821077773
2634,180400080103,Echo Creek,1,0.075472,0,1,0,84529788.4257812,45434.2485017085
2635,160503010106,Upper Swauger Creek,0,0,0,0,0,79543583.5390625,41593.2612581724
2636,160503010108,Robinson Creek,2,0.150943,0,2,0,202385932.835938,104115.648467149
2637,160503020205,Slinkard Creek,1,0.056604,1,0,0,128263132.742188,60765.7458003003
2638,160503020401,Holbrook Junction,0,0,0,0,0,306493.7421875,3090.3919082764
2639,160503020207,Long Dry Canyon-West Walker River,0,0,0,0,0,24992716.4804688,44278.8273395002
2640,180701030106,Beardsley Wash,2,0.150943,0,0,1,105384730.589844,56122.6207422283
2641,180701010103,San Antonio Creek,5,0.433962,1,1,2,195353991.914062,74880.8419109628
2642,180701020903,Adams Canyon-Santa Clara River,5,0.773585,3,2,3,218169865.660156,70224.4815956194
2643,180701020705,West Fork Sespe Creek-Sespe Creek,3,0.283019,1,1,1,239344431,95545.2967749138
2644,180300031102,Salt Creek,0,0,0,0,0,116019651.179688,68625.1707938673
2645,180300031202,Pleitito Creek-Frontal Kern Lake Bed,0,0,0,0,0,169564813.84375,74680.1412085739
2646,180300120803,Town of Minter Village,0,0,0,0,0,238129726.792969,90827.1550878574
2647,180300060803,Upper Elk Bayou,2,0.150943,0,0,1,245585141.707031,116508.403248845
2648,180300060602,Foothill Ditch,0,0,0,0,0,65383748.7773438,53304.3834111238
2649,180300070603,Lower Dry Creek,1,0.075472,0,1,0,150977321.597656,76684.3066899915
2650,180300120101,Upper Mill Creek,1,0.075472,0,1,0,117936497.660156,65055.6280738243
2651,180300100801,Upper Big Creek,3,0.226415,0,1,1,130500621.527344,61534.1878139137
2652,180300100602,Helms Creek,3,0.226415,0,3,0,183532563.921875,73337.1042871873
2653,180400060206,Camp Sixty One Creek-South Fork San Joaquin River,3,0.207547,1,2,0,199059877.875,82937.3825511461
2654,180400060502,Lower Granite Creek,0,0,0,0,0,77493928.0117188,45925.7293145618
2655,180400060403,North Fork San Joaquin River,2,0.132075,1,1,0,236091033.882812,83767.3201004635
2656,180901010405,Rancheria Gulch-Frontal Mono Lake,0,0,0,0,0,113066331.296875,80322.6073038556
2657,160503010102,Clearwater Creek,0,0,0,0,0,139270820.996094,67050.6825399451
2658,180701040101,Potrero Valley Creek,2,0.150943,0,0,1,128426388.992188,72069.3459416443
2659,180701040104,Cold Creek-Malibu Creek,5,0.773585,3,2,3,101359636.382812,71908.0788587805
2660,180701020602,Fish Creek-Piru Creek,5,0.509434,1,2,2,154366584.777344,59128.8637096326
2661,180300031103,Tecuya Creek,0,0,0,0,0,105799170.789062,89802.1100062395
2662,180701020509,Liebre Gulch-Piru Creek,0,0,0,0,0,84852214.6796875,51139.2031553678
2663,180300030603,Comanche Creek,0,0,0,0,0,130253267.507812,64541.4072801288
2664,180300040302,Sycamore Canyon-Poso Creek,0,0,0,0,0,72344488.2382812,55167.5441279873
2665,180300030108,Cottonwood Creek,2,0.150943,0,0,1,198549608.441406,84311.0653968385
2666,180300050501,Tyler Gulch-White River,0,0,0,0,0,96249504.2539062,61597.1182384532
2667,180300050301,Willow Spring Creek,1,0.075472,0,1,0,87463894.8789062,68347.7197924107
2668,180300040104,Bear Hollow Creek-Poso Creek,2,0.150943,0,0,1,138815383.773438,71313.6102457635
2669,180300040201,Little Poso Creek,0,0,0,0,0,106405081.066406,57417.140921254
2670,180300040103,Lower Cedar Creek,2,0.150943,0,0,1,83222799.1289062,48853.9436945684
2671,180300060701,Campbell Creek-Tule River,1,0.075472,0,1,0,156780325.550781,73230.600565951
2672,180300070305,Lower North Fork Kaweah River,1,0.075472,0,1,0,120189647.636719,53464.6987148886
2673,180300060501,Upper Lewis Creek,0,0,0,0,0,69107001.015625,48351.1392030653
2674,180300060401,Upper Yokohl Creek,3,0.226415,0,1,1,132056660.691406,61024.6192172663
2675,180300070502,Middle South Fork Kaweah River,2,0.150943,0,2,0,144331865.875,58453.1973662493
2676,180300070202,Upper East Fork Kaweah River,1,0.075472,0,1,0,152096992.59375,60895.0271202889
2677,180300100603,Post Corral Creek-North Fork Kings River,1,0.075472,0,1,0,187206081.9375,69705.7735217388
2678,180300100304,Goddard Creek,0,0,0,0,0,162326447.355469,62876.2548678521
2679,180400060204,Florence Lake-South Fork San Joaquin River,3,0.226415,0,3,0,209255181.867188,80399.2327734154
2680,180901020301,Upper Rock Creek,3,0.264151,2,2,0,148166692.601562,72761.3491129221
2681,180400060202,Piute Creek,3,0.283019,1,3,0,226439262.347656,77722.6838913095
2682,180901020302,Pine Creek,5,0.471698,3,4,0,164247454.820312,83715.3190464913
2683,180901010604,McGee Creek,1,0.075472,0,1,0,73977314.796875,54169.8471606637
2684,180901010201,Deep Wells,0,0,0,0,0,117278970.707031,48309.1009691072
2685,180701050208,Tujunga Wash-Los Angeles River,3,0.226415,0,1,1,592511391.792969,198804.299234883
2686,180701020306,Lower Castaic Creek,5,0.54717,3,1,2,180961644.699219,93015.51539848
2687,180902061304,Spencer Canyon,0,0,0,0,0,67007750.4179688,37802.5357752857
2688,180902061702,180902061702,0,0,0,0,0,78336428.4648438,52484.622668571
2689,180902060102,Proctor Lake,0,0,0,0,0,86347816.6484375,54563.0813546185
2690,180300030303,Middle Walker Basin Creek,1,0.075472,0,1,0,113586237.257812,54210.2299199785
2691,180300030101,Erskine Creek,2,0.150943,0,0,1,142555170.808594,75967.8526847347
2692,180300010603,Bull Run Creek,1,0.075472,0,1,0,130194906.339844,61416.536603522
2693,180300010604,Corral Creek-Kern River,0,0,0,0,0,221786076.761719,77474.404898015
2694,180300010602,Cannell Creek,2,0.150943,0,0,1,66105749.4648438,46141.3625048563
2695,180300010505,Tobias Creek,1,0.075472,0,1,0,82815264.921875,43011.4183869535
2696,180300070101,Cliff Creek,1,0.075472,0,1,0,71355714.9414062,40942.7753433915
2697,180300100102,Upper Roaring River,1,0.075472,0,1,0,129602193.1875,55595.2151588994
2698,180300100202,South Fork Woods Creek,1,0.075472,0,1,0,85454260.2070312,46070.5146685985
2699,180300100203,Woods Creek,1,0.075472,0,1,0,137504632.691406,68585.9292417149
2700,180901020401,Owens River Gorge-Owens River,2,0.188679,2,1,0,156438118.742188,91960.4607165724
2701,180901020710,Rawson Creek-Owens River,2,0.188679,2,1,0,602618413.21875,155873.231892232
2702,180901020504,Upper Chidago Canyon,0,0,0,0,0,208693396.785156,79391.5572129862
2703,180901020104,Montgomery Creek-Spring Canyon Creek,0,0,0,0,0,248169620.121094,87433.6359954114
2704,180901020103,Truman Canyon,0,0,0,0,0,103095952.257812,49924.4458888618
2705,180701050209,Arroyo Seco,4,0.377358,0,3,1,173165364.179688,88975.1756259265
2706,180701050401,Chavez Ravine-Los Angeles River,4,0.301887,0,2,1,232917827.277344,75306.5488219264
2707,180701050301,Eaton Wash,4,0.377358,0,3,1,89968245.0507812,57787.0752690102
2708,180701060202,Upper West Fork San Gabriel River,5,0.584906,1,3,2,83751811.8632812,50232.7237253651
2709,180902061403,Anaverde Creek,0,0,0,0,0,88397544.0429688,57871.984677236
2710,180902061406,Upper Amargosa Creek,0,0,0,0,0,184487785.902344,72515.9118482805
2711,180902060103,Sand Creek,0,0,0,0,0,65775573.9882812,39665.7062934142
2712,180902060104,Oil Canyon-Cache Creek,0,0,0,0,0,73491222.9375,42566.508037734
2713,180902062001,Joshua Middle School,0,0,0,0,0,135015261.464844,52714.8197814499
2714,180902062004,Town of Mojave,0,0,0,0,0,119114849.695312,115267.279630371
2715,180902060501,North Fork Pine Tree Canyon-Pine Tree Canyon,0,0,0,0,0,142431554.226562,76001.9912152611
2716,180300030403,Upper Indian Creek,0,0,0,0,0,80801781.875,42609.9755829358
2717,180300020501,Upper Canebrake Creek,1,0.075472,0,1,0,69491665.8320312,42764.1126559277
2718,180300020402,Lower Chimney Creek,0,0,0,0,0,135248935.867188,69786.3404294514
2719,180901030202,George Creek,0,0,0,0,0,122597441.273438,68632.1107802019
2720,180901030104,Mazourka Canyon,0,0,0,0,0,129823090.625,71768.2310117333
2721,180901020703,Lower Chalfant Valley,1,0.113208,2,0,0,134860180.605469,71240.7194567865
2722,180901020706,Black Canyon,0,0,0,0,0,94297543.4375,59623.445079226
2723,160600100903,McAfee Creek-Frontal Fish Lake Valley,0,0,0,0,0,75083638.5351562,54671.1322080888
2724,180702040102,Upper San Diego Creek,3,0.226415,0,1,1,156028124.839844,72321.0875266981
2725,180702031002,Walnut Canyon-Santa Ana River,1,0.056604,1,0,0,121315135.710938,72158.0095802807
2726,180702040103,Lower San Diego Creek,4,0.377358,0,3,1,230988612.070312,104037.066787981
2727,180701060502,Lower San Jose Creek,1,0.075472,0,1,0,182647988.976562,68011.502471977
2728,180701050101,Alder Creek,3,0.226415,0,1,1,77941637.203125,47340.2705054794
2729,180701060201,Devils Canyon,3,0.226415,0,1,1,65562514.1367188,43074.7298912389
2730,180902061602,180902061602,0,0,0,0,0,162917444.957031,128958.03404165
2731,180902060903,Eller Slough,0,0,0,0,0,133811558.003906,112559.418360372
2732,180902062203,180902062203,0,0,0,0,0,69378594.3359375,55587.0611224564
2733,180902062201,180902062201,0,0,0,0,0,105211899.445312,46264.7700432609
2734,180902062104,Twin Buttes,0,0,0,0,0,84672817.078125,37882.641969239
2735,180902060801,Last Chance Canyon,0,0,0,0,0,117305357.40625,71435.0964098511
2736,180902050702,Sand Canyon,0,0,0,0,0,154178182.621094,67618.6684858803
2737,180902050705,180902050705,0,0,0,0,0,161851560.097656,119462.350281421
2738,180902050303,Portuguese Canyon,0,0,0,0,0,77539624.1210938,37775.7732023366
2739,180901030503,South Haiwee Reservoir,0,0,0,0,0,119252959.792969,54894.3034243818
2740,180902050301,Upper Cactus Flat,0,0,0,0,0,65386102.171875,44029.0123569682
2741,180901030304,180901030304,0,0,0,0,0,91552120.1328125,63223.6907599464
2742,180902010603,Middle Waucoba Wash,0,0,0,0,0,140721528.664062,72392.0864430548
2743,180902010408,180902010408,0,0,0,0,0,180799677.566406,92923.2901942297
2744,180902080501,180902080501,0,0,0,0,0,153023931.800781,77867.7035651436
2745,180902051002,Christmas Canyon,0,0,0,0,0,182019854.722656,73265.8995500904
2746,180902070606,Red Mountain-Cuddeback Lake,0,0,0,0,0,235050337.328125,112739.533699149
2747,180902050204,180902050204-Airport Lake,0,0,0,0,0,61942736.4335938,42332.1974956138
2748,180902050602,Mountain Springs Canyon,0,0,0,0,0,76039022.1210938,65957.2134026882
2749,180902040305,Middle Darwin Wash,0,0,0,0,0,189062396.601562,117632.187966818
2750,180902041201,Etcharren Valley,0,0,0,0,0,124671202.863281,68460.7730806564
2751,180902041102,Revenue Canyon,0,0,0,0,0,85024356.9414062,46341.5443500993
2752,180902040401,Mill Canyon,0,0,0,0,0,65767866.234375,47589.5085720103
2753,180902041101,Snow Canyon-Panamint Valley,0,0,0,0,0,168113282.363281,89576.4007708008
2754,180902010802,180902010802,0,0,0,0,0,186242562.261719,65369.1967919503
2755,180902010502,Perdido Canyon,0,0,0,0,0,162467949.523438,73124.1256220988
2756,180902010405,Dedeckera Canyon,0,0,0,0,0,165103797.742188,73278.0038500337
2757,180703041201,Chollas Creek,2,0.150943,0,0,1,98030300.9765625,53095.6600638524
2758,180703030304,Guajome Lake-San Luis Rey River,5,0.509434,1,2,2,152286655.472656,84569.1820505006
2759,180703020501,Sandia Canyon,2,0.150943,0,0,1,80279094.1875,56655.5879985724
2760,180703020407,Long Canyon-Murrieta Creek,5,0.584906,1,1,3,83746212.65625,66553.4642254993
2761,180703020401,Warm Springs Creek,3,0.226415,0,1,1,212866659.738281,111398.363832783
2762,180703030203,Gomez Creek-San Luis Rey River,2,0.150943,0,2,0,187367892.507812,73790.7420541313
2763,180702020306,Perris Valley-San Jacinto River,1,0.075472,0,1,0,222671087.261719,86273.0733066628
2764,180902071105,180902071105,0,0,0,0,0,112673959.679688,70099.7738299228
2765,180902070502,Seaburgs Well,0,0,0,0,0,110515885.5,60675.2738439564
2766,180902070405,Indian Spring,0,0,0,0,0,138338549.140625,69934.7077721154
2767,180902051306,Borax Flat-Searles Lake,0,0,0,0,0,206888040.972656,76721.4705199324
2768,180902030808,180902030808,0,0,0,0,0,72932726.7617188,51906.9974118867
2769,180902030607,Grotto Canyon,0,0,0,0,0,197051430.007812,107862.019341544
2770,180703020103,Tule Creek,0,0,0,0,0,85923426.8828125,57835.8766961245
2771,181001000302,Cougar Buttes,0,0,0,0,0,170283854.488281,72036.8947114532
2772,181001000203,181001000203,0,0,0,0,0,74206198.5546875,54282.942088252
2773,180902081105,City of Barstow-Mojave River,0,0,0,0,0,211566714.863281,95909.9430478438
2774,180902081002,Sweetwater Spring,0,0,0,0,0,112687130.773438,68847.95112448
2775,180902081302,Kane Wash,0,0,0,0,0,228858268.328125,105267.060291484
2776,180902070304,Noble Well,0,0,0,0,0,126317898.347656,59604.9268451063
2777,180902081202,Odessa Canyon,2,0.150943,0,0,1,204123410.0625,103659.145900925
2778,180902070305,180902070306,0,0,0,0,0,206242906.796875,76178.7850484942
2779,180902070403,Town of Goldstone,0,0,0,0,0,99174463.7929688,58670.642766422
2780,180902070104,180902070104,0,0,0,0,0,118049569.507812,58128.5408390318
2781,180902031801,Lost Lake,0,0,0,0,0,85767788.6679688,38690.2477868939
2782,180902031802,Quail Spring,0,0,0,0,0,166390709.714844,86896.4895522218
2783,180902031906,Lower Wingate Wash,0,0,0,0,0,128794858.609375,68203.2365140778
2784,180703051003,Bee Canyon-Cottonwood Creek,4,0.301887,0,2,1,68599368.2617188,39854.3078256982
2785,180703050801,Upper Pine Valley Creek,5,0.45283,0,2,2,139549574.480469,76198.5902601403
2786,180703040502,Ritchie Creek-San Diego River,5,0.45283,0,2,2,151295608.371094,75395.8699061619
2787,180703030104,Buena Vista Creek,2,0.150943,0,2,0,159893643.472656,81287.3147591918
2788,181002010107,Lower San Gorgonio River,1,0.075472,0,1,0,85654490.6210938,68367.4066023055
2789,181001000901,Antelope Wash,0,0,0,0,0,85059043.546875,67514.7980454154
2790,181001000905,Flat Top-Pipes Wash,0,0,0,0,0,61684310.625,38933.9567678297
2791,181001000604,One Hole Spring,0,0,0,0,0,115667965.539062,81727.4281687269
2792,181001001003,Emerson Lake,0,0,0,0,0,200206366.320312,77586.8324458587
2793,180902070302,Dolores Lake,0,0,0,0,0,63486343.8046875,48439.076028412
2794,180902082201,Wilhelm Wash-Mojave River,0,0,0,0,0,208747800.699219,90101.8197905263
2795,180902070103,180902070103,0,0,0,0,0,155450155.082031,64376.364058381
2796,180902031002,Four Corners,0,0,0,0,0,204066002.414062,72816.8149370956
2797,180902081702,Tiefort Mountains,0,0,0,0,0,181946419.414062,68477.7954734765
2798,180902032005,Scottys Canyon-Amargosa River,0,0,0,0,0,219646701.8125,82472.9569517782
2799,180902031705,180902031705,0,0,0,0,0,119558331.632812,54254.7881403046
2800,180902032001,Rhodes Wash,0,0,0,0,0,163229374.515625,72257.5389562703
2801,180902021703,Salsberry Spring,0,0,0,0,0,232331786.277344,112710.123563597
2802,180902030704,Middle Furnace Creek Wash,0,0,0,0,0,144932607.246094,68988.2514792627
2803,180902020704,Lees Camp,0,0,0,0,0,56306047.5390625,32142.8265131045
2804,181002020102,The Potrero,0,0,0,0,0,72743192.5429688,46851.6153599907
2805,181002020204,Tule Creek,3,0.226415,0,1,1,124964417.8125,64726.3961928975
2806,181002010802,Town of Thermal-Whitewater River,0,0,0,0,0,176365740.75,74116.2432362071
2807,181002041508,Oasis Elementary School-Frontal Salton Sea,1,0.056604,1,0,0,106874966.511719,61378.6246944366
2808,181001001201,Goat Mountain,0,0,0,0,0,96653683.171875,42818.8844665481
2809,181001001803,Mesquite Lake,0,0,0,0,0,144985511.785156,60861.2551673217
2810,180902081604,Cady Peak-Frontal Broadwell Lake,0,0,0,0,0,193830548.40625,63350.4558239473
2811,180902081603,Broadwell Mesa,0,0,0,0,0,144956623.34375,76188.4462644741
2812,180902031004,180902031004,0,0,0,0,0,98417245.5273438,52600.5890787363
2813,180902031407,Amargosa Spring-Salt Creek,0,0,0,0,0,155075023.289062,83785.9711783724
2814,180902031403,180902031403,0,0,0,0,0,134554522.308594,78947.9063535868
2815,180902031401,Riggs Wash,0,0,0,0,0,173461443.308594,79653.629343746
2816,180902021905,China Ranch Wash,1,0.113208,2,0,0,151006721.441406,74742.892897014
2817,180902022002,180902022002-Amargosa River,0,0,0,0,0,248365604.136719,78102.1363670273
2818,180902022004,Tecopa Hot Springs,0,0,0,0,0,117797431.832031,55046.6399397483
2819,160600150302,Shadow Mountain,0,0,0,0,0,113129684.65625,78121.5445760134
2820,181002020305,Superstition Mountain-Carrizo Wash,1,0.056604,1,0,0,229720205.882812,101107.831414182
2821,181002041503,Sea View Beach-Frontal Salton Sea,1,0.056604,1,0,0,85057602.2304688,43721.5023343664
2822,181002041201,Surprise Valley-Frontal Salton Sea,1,0.056604,1,0,0,79420743.3554688,51360.1449967308
2823,181002041202,Hidden Springs Canyon-Frontal Salton Sea,2,0.132075,1,1,0,79768964.109375,55024.4505852065
2824,181001004402,Washington Wash,0,0,0,0,0,132855041.980469,69625.4059490653
2825,180902082003,Town of Sands-Kelso Wash,0,0,0,0,0,181673996.199219,91194.6873537121
2826,181001002601,Upper Orange Blossom Wash,0,0,0,0,0,196373110.980469,72944.9468426391
2827,180902081907,Cornfield Spring,0,0,0,0,0,237590186.777344,102078.65819381
2828,180902031105,Halloran Summit,0,0,0,0,0,126264203.632812,64951.7113247652
2829,181002041307,Camp Dunlap,1,0.056604,1,0,0,78305481.1835938,57629.0318573721
2830,181002040806,German Diggins Wash,0,0,0,0,0,194270226.503906,101151.41559074
2831,181002040209,Mammoth Wash,0,0,0,0,0,124595747.035156,63273.1233049759
2832,181001005401,Ship Creek,0,0,0,0,0,103761235.148438,85220.6954263032
2833,181001005408,Chuckwalla Spring,0,0,0,0,0,215091795.453125,90338.9494890066
2834,181001005101,Mesquito Spring,0,0,0,0,0,203582616.726562,95390.8656971347
2835,181001004703,181001004703-Pinto Wash,0,0,0,0,0,144633192.78125,67894.418472042
2836,181001004603,Packard Well,0,0,0,0,0,78249942.5742188,54697.93184634
2837,181001005001,181001005001,0,0,0,0,0,122284506.804688,53532.1343104253
2838,181001003603,181001003603,0,0,0,0,0,85438456.75,55396.1296674508
2839,181001003704,Sheep Camp Spring,0,0,0,0,0,86071405.0351562,63743.4263457786
2840,181001003705,Browns Wash,0,0,0,0,0,160452996.972656,77517.0375680528
2841,181001004102,181001004102,0,0,0,0,0,153179095.683594,57505.5965952016
2842,181001003104,Fenner Hills,0,0,0,0,0,80563635.2929688,66237.8845215709
2843,181001003308,Honeymoon Wash-Watson Wash,0,0,0,0,0,207404515.589844,130724.734694511
2844,181001003105,Ford Lake-Watson Wash,0,0,0,0,0,394402952.132812,192799.926605428
2845,160600151207,Kokoweef Canyon-Frontal Ivanpah Lake,0,0,0,0,0,145798638.421875,50273.0208815262
2846,181001005409,Hopkins Well,0,0,0,0,0,189331265.90625,157315.164365827
2847,181001005202,Wileys Well,0,0,0,0,0,205609748.085938,108237.924396546
2848,181001005203,Ford Well,0,0,0,0,0,145468291.574219,77728.141067047
2849,181001005406,181001005406,0,0,0,0,0,95722797.8789062,53937.3825111599
2850,150301040505,Lower McCoy Wash,0,0,0,0,0,158800105.445312,140608.212933564
2851,181001004203,181001004203,0,0,0,0,0,67506444.484375,63944.7432323894
2852,181001004308,Rice Valley,0,0,0,0,0,186196367.054688,128778.403544242
2853,181001003805,Little Piute Mountains,0,0,0,0,0,78926388.0664062,64376.5548793039
2854,181001003801,Town of Camino-Homer Wash,0,0,0,0,0,187891904.886719,69826.5495239501
2855,181001003804,181001003804-Homer Wash,0,0,0,0,0,166845101.863281,72510.4723099629
2856,150301020307,Sacramento Springs-Piute Wash,0,0,0,0,0,128710273.441406,104271.195741082
2857,150301040403,150301040403,0,0,0,0,0,63394009.2460938,56218.5192426423
2858,150301010701,Trampas Wash,1,0.113208,2,0,0,100984977.007812,59078.2807802781
2859,150301040303,Chambers Well,1,0.056604,1,0,0,151102260.789062,81736.2034295067
2860,180101090202,Russian Gulch-Frontal Pacific Ocean,5,0.471698,3,4,0,206680364.214844,228270.026337235
2861,180500040602,Upper Alameda Creek,5,0.433962,1,3,1,255810295.875,132979.102491122
2862,180300071403,East Branch Cross Creek-Middle Branch Cross Creek,0,0,0,0,0,412600408.269531,187796.2282915
2863,150301040804,Cinnabar Wash-Palo Verde Valley,5,0.415094,2,2,1,1126127058.04297,251288.473294155
2864,171003120600,Mack Arch Cove-Pacific Ocean,1,0.056604,1,0,0,233459,14064.1464221321
2865,180101060404,Salmon Creek,4,0.320755,3,0,1,163267132.664062,64705.0900661179
2866,180101020104,Bridge Creek-Redwood Creek,5,0.528302,4,4,0,279294871.71875,75758.6947860375
2867,180102091003,Roach Creek,4,0.396226,3,3,0,134615799.492188,52571.1042020173
2868,180101010306,Goose Creek,4,0.320755,3,2,0,187281805.054688,70857.983326435
2869,180102090904,Middle Blue Creek,2,0.188679,2,1,0,128372028.4375,62301.3062542264
2870,180101010304,Middle South Fork Smith River,5,0.45283,4,3,0,240284256.515625,123529.771733417
2871,180101010308,Craigs Creek,5,0.45283,4,3,0,83827192.9296875,48874.8754727621
2872,180101080905,Mallo Pass Creek-Frontal Pacific Ocean,5,0.735849,5,6,0,113004681.035156,151459.660030454
2873,180101080901,Greenwood Creek,5,0.433962,1,5,0,110782841.785156,72301.7888268505
2874,180101080503,Lower Garcia River,5,0.54717,3,3,1,200686115.125,91696.2514570627
2875,180101060202,Lower East Branch South Fork Eel River,4,0.339623,2,1,1,177581918.039062,72750.2021763868
2876,180101050401,Chamise Creek,2,0.169811,3,0,0,123860424.011719,61568.4197834229
2877,180101050404,Jewett Creek,2,0.169811,3,0,0,88160806.4609375,41590.3312448209
2878,180101020301,Pilot Creek,4,0.339623,2,1,1,178769937.0625,70986.138461778
2879,180101020302,Bear Creek-Mad River,4,0.339623,2,1,1,217385337.644531,105783.328478705
2880,180102111206,Campbell Creek-Trinity River,5,0.679245,4,4,1,221085241.917969,94005.2339048932
2881,180102120505,Mingo Creek-South Fork Trinity River,5,0.679245,4,4,1,203758966.042969,66569.4471922399
2882,180102090502,Copper Creek-Dillon Creek,4,0.301887,4,1,0,185540981.46875,75346.5610368977
2883,180102090402,Upper Clear Creek,2,0.169811,3,0,0,287192642.351562,97899.2326214709
2884,180102090102,Upper Indian Creek,4,0.301887,4,1,0,189727567.585938,63662.786157323
2885,171003110100,Althouse Creek,0,0,0,0,0,3184375.4765625,11202.9964275325
2886,180101100408,Feliz Creek,4,0.339623,2,1,1,179719182.667969,74499.1185292394
2887,180101100404,Robinson Creek,3,0.207547,1,2,0,111551415.3125,52474.9372894939
2888,180101040505,Salt Creek,1,0.056604,1,0,0,73021710.8867188,41301.5672498898
2889,180102120103,Happy Camp Creek-South Fork Trinity River,4,0.358491,5,1,0,151925973.902344,58647.2193517009
2890,180102120302,Tule Creek,4,0.301887,4,1,0,104546347.84375,49546.3705960847
2891,180102120303,Rusch Creek-Hayfork Creek,5,0.584906,5,2,1,226377832.171875,101525.391347342
2892,180102111006,Big Creek,5,0.433962,5,2,0,87034120.796875,46404.2824981476
